almonds
butterfinger
cap’n crunch
carob chips
cocoa pebbles
coconut flakes
fruity pebbles
graham cracker crumbs
gummi bears
heath toffee
jelly bellies
kit kat
m&m’s
peanut m&m’s
mini caramel cups
chocolate chips
mini peanut butter cups
nestlé crunch
non-fat granola
old fashioned granola
oreo cookies
peanuts
pecans
peanut butter chips
reese’s peanut butter cups
snow caps
chocolate sprinkles
rainbow sprinkles
thin mint cookies
twix
walnuts
yogurt chips
strawberries
raspberries
blackberries
blueberries
peaches
mangos
kiwi
pineapple
bananas
cinnamon apples
mochi
cookie dough
fudge brownies
fat-free brownies
cheesecake bits
hot fudge
caramel sauce
