Statue of Liberty
Eiffel Tower
Big Ben
Leaning Tower of Pisa
Colosseum 
Empire State Building
Hollywood Sign
Golden Gate Bridge
Notre Dame 
Tokyo Tower
London Eye 
St. Peter's Basilica 
Sagrada Familia 
Little Mermaid 
Great Wall of China 
Sydney Opera House 
St. Basil's Cathedral 
Arc de Triomphe 
Berlin Wall
Stonehenge
Kilimanjaro
Uluru
Taj Mahal 
Pyramids of Giza 
The Great Sphinx
Tower Bridge 
The Forbidden City
Capitol Hill
Willis Tower 
Sears Tower
Brooklyn Bridge
Burj Al Arab Hotel
Acropolis
Trevi Fountain
St. Mark's Basilica and Campanile
Times Square
The White House
Louvre Museum
Manneken Pis, Brussels
Buckingham Palace
Versailles
Neuschwanstein Castle
Matterhorn
Pompeii
Florence Cathedral
Edinburgh Castle
Machu Picchu
Christ the Redeemer
CN Tower
The Grand Canyon
Niagara Falls
Burj Khalifa
Tower of London
Madrid Palace
Mont St. Michel
Las Vegas
Petronas Twin Towers
Windsor Castle
Sacre Coeur
St. Paul's Cathedral
Central Park
Mount Rushmore
Mount Fuji
Rialto Bridge
Arena Di Verona
Space Needle
Westminster Abbey
Rock of Gibraltar
Alcatraz
White Cliffs of Dover
Iguazu National Park
Washington Monument
The Shard
The Gherkin
Moai
Temple of Luxor
Brandenburg Gate
Cologne Cathedral
Pentagon
Vesuvio
Mayan Pyramids of Chichen Itza
Cloud Gate, Chicago
Angkor Wat, Cambodia
Victoria Falls
Terracotta Warriors
Potala Palace
Petra
Yellowstone National Park
Hagia Sophia
Oriental Pearl Tower
Nyhavn
Ponte Vecchio
Wailing Wall
Loch Ness
Mecca
Sydney Harbor Bridge
Sistine Chapel
Spanish Steps
Bridge of Sighs
Pompidue Center
Summer Palace
Mount Etna
Lascaux Caves, France
Bryce Canyon National Park
Great Buddha
Freedom Tower
Kronborg Castle
Gateway Arch
Shanghai World Financial Center
Moulin Rouge
Redwood National Park
Santorini
Mill Complex at Kinderdijk
Monument Valley Navajo Tribal Park
Catherine Palace
Juliet's Balcony
Berlin Cathedral
Helsinki Cathedral
Tivoli Gardens
Bath
Brighton Pier
Disneyland
Giant's Causeway
Everglades National Park
Alhambra
Papel Palace
Pond Du Garre
Festung Hohensalzburg
Bran Castle
Prague Castle
Chapel Bridge
Piazza Del Campo
Portofino
Table Mountain
Atomium, Brussels
Guggenheim Museum
Hollywood Walk of Fame
Death Valley
Winter Palace
Amalienborg Palace
Ellis Island Immigration Museum
143
Oxford University
Blue Lagoon
Kremlin
Blue Mosque
Piccadilly Circus
Trafalgar Square
Millau Bridge
Newgrange
